kind,action_count,beta,User,Item,baseline_rho_mat,max_rho_mat,max_rank_mat,baseline_rank_mat,updated_baseline_rho_mat,updated_baseline_rank_mat,lift,updated_rank_gain,updated_lift,log_baseline_rho,log_max_rho,log_lift,fancy_kind,new_log_lift
Next K,10,1.0,821,1827.8577154308616,0.00028906862920020617,0.00033182847427181116,1516.9218436873748,,0.00028853752447228,1578.370741482966,1.2115220995734806,61.44889779559118,1.1527127051582415,-8.368844643310519,-8.226801291468696,0.14204335184182826,Next K,0.06172107996453638
Next K,10,1.0,826,1799.7635270541082,0.00026199763627086464,0.0003155645891474379,1623.8637274549098,,0.00026302339474951284,1780.1442885771544,1.2507301487418356,156.28056112224448,1.2058469928559061,-8.636110667193819,-8.449040573704968,0.18707009348885026,Next K,0.0812922046747402
Next K,10,1.0,850,1794.07,0.00027920393288126193,0.0003475716444195277,1555.802,,0.0002758997843928089,1759.306,1.252671543867065,203.504,1.2697244309712952,-8.463872228664654,-8.225249702435857,0.23862252622880542,Next K,0.10370947599964572
Next K,10,1.0,882,1814.812,0.0002603061898373542,0.00030380090163112177,1747.968,,0.00026979432788227847,1808.578,1.176982809289012,60.61,1.1292749510868587,-8.646593753642476,-8.525057537884734,0.12153621575774949,Next K,0.05279969498249401
Next K,10,1.0,884,1868.83,0.0002666243094869167,0.0003287809272649051,1549.096,,0.00026833955947333564,1810.54,1.2408062992215105,261.444,1.2406035599883394,-8.490267456887414,-8.275384320360054,0.21488313652735477,Next K,0.09363302306550506
Next K,10,1.0,918,1823.69,0.00030561923021387295,0.0003285306529715662,1553.772,,0.0003027861433580662,1756.992,1.0916836886406824,203.22,1.0854955278120613,-8.358535521954925,-8.276507705165837,0.08202781678908594,Next K,0.035628038522318356
Next K,10,1.0,952,1834.2,0.0002883478460126,0.0003101318494266389,1619.218,,0.00028739416967007926,1724.804,1.1182192822645138,105.586,1.0792905714988072,-8.424040795021574,-8.347752072870337,0.07628872215122896,Next K,0.0331383831535311
Next K,10,1.0,986,1887.568,0.00027499595096140185,0.00030119394496780485,1656.392,,0.00027601467022884025,1768.464,1.1046811249274264,112.072,1.091797358233648,-8.461537907439734,-8.373720713983442,0.08781719345629331,Next K,0.03814203913101847
Next K,10,1.0,1051,1839.4509018036072,0.00028202279760927826,0.0003099760416314054,1657.683366733467,,0.0002829426818880026,1795.5090180360721,1.1366682259646443,137.82565130260522,1.0964670075099483,-8.472231631308208,-8.380161021838862,0.09207060946933766,Next K,0.039995568369271886
Next K,10,1.0,1133,1904.996,0.0002806371608977376,0.00029621190541410973,1675.656,,0.0002809278064419318,1788.764,1.0809284052405776,113.108,1.0545536494499568,-8.50755917546404,-8.454445267814087,0.053113907649954877,Next K,0.023068678971085003
Next K,10,1.0,1168,1902.285140562249,0.00026220323841901166,0.0003273641171477465,1604.2008032128515,,0.00025218585710647654,1748.355421686747,1.265853181525296,144.1546184738956,1.310311230835978,-8.693638337614463,-8.423585957837684,0.2700523797767788,Next K,0.11737446342736965
Next K,10,1.0,1235,1882.8156312625251,0.0002787480102421591,0.0003305792459701953,1636.2224448897796,,0.00026464749472621216,1814.0521042084167,1.170021027825178,177.82965931863728,1.2670370147359964,-8.484199644672797,-8.247893585000128,0.2363060596726716,Next K,0.10278930238208481
Next K,10,1.0,1244,1932.0521042084167,0.000265002586407132,0.0003460703882293785,1527.4789579158316,,0.0002678181745774533,1829.1523046092184,1.3270232734442855,301.67334669338675,1.3078528480177496,-8.509393166991346,-8.241457649466424,0.26793551752493006,Next K,0.11655888245231893
Next K,10,1.0,1312,1863.36,0.00027623071015611054,0.0003271280479606561,1571.71,,0.0002695132179902252,1793.758,1.1971501876555255,222.048,1.2204818787236875,-8.482282883105473,-8.283194584549541,0.19908829855592441,Next K,0.08653133555268917
Next K,10,1.0,1315,1834.446,0.0002751043561810581,0.00036073778567607224,1464.142,,0.00027499877215168844,1884.51,1.3086273583761783,420.368,1.3251987506267164,-8.522778855051213,-8.241518286671342,0.281260568379861,Next K,0.12228101776517543
Next K,10,1.0,1321,1799.487951807229,0.0003037677712517363,0.00032880278792831764,1548.3112449799196,,0.0003010755075139788,1624.3915662650602,1.0963914389301914,76.08032128514056,1.0926504375542951,-8.356349528402085,-8.267755001919026,0.08859452648305491,Next K,0.038481243996551485
Next K,10,1.0,1324,1917.43,0.0002905263719235849,0.00030052354152868693,1649.706,,0.0002905536335735905,1739.752,1.0394691957044406,90.046,1.0347699353723474,-8.377135030216232,-8.342963767877919,0.034171262338320796,Next K,0.014843802058838592
Next K,10,1.0,1332,1859.932,0.00031573122029443247,0.0003441158644454451,1481.284,,0.0003150614963751217,1625.918,1.12088481484921,144.634,1.0933219573899637,-8.561746757033038,-8.472559377043497,0.08918737998953963,Next K,0.03874807020988133
Next K,10,1.0,1340,1835.204,0.00027712989027897726,0.0003996786355561264,1296.564,,0.000274791163630529,1782.468,1.5250927621015125,485.904,1.4924148060476594,-8.627142069648714,-8.229373427961614,0.3977686416870905,Next K,0.173889548967626
Next K,10,1.0,1344,1749.812,0.000279484418344673,0.00029276541327373344,1734.814,,0.0002822784425694227,1782.384,1.0980128751097276,47.57,1.0372302324000193,-8.618050824030234,-8.581498675257746,0.03655214877248972,Next K,0.01587516676792033
Next K,10,1.0,1371,1842.936,0.0002679377887002025,0.0002780968958882735,1771.354,,0.0002656730425550998,1783.388,1.0427830494795527,12.034,1.0464146425392924,-8.485490771422853,-8.440257558848176,0.04523321257467341,Next K,0.01970380812996593
Next K,10,1.0,1445,1912.696,0.00028333236721636253,0.00031125318904541907,1617.364,,0.00028730165705877946,1783.748,1.119316271027762,166.384,1.0850025132237366,-8.494754320635744,-8.413201536671009,0.08155278396473922,Next K,0.035430744154996696
Next K,10,1.0,1446,1895.692,0.00037397313988453976,0.0004051125703344469,1260.92,,0.0003736308383476718,1324.726,1.0877041025388932,63.806,1.085360289036297,-8.172613358079946,-8.090716399775278,0.08189695830466927,Next K,0.03557392764708296
Next K,10,1.0,1473,1849.076,0.0002751218172314692,0.00030873311942612887,1636.64,,0.00027638389793065046,1808.77,1.1381862693903841,172.13,1.1186836486189176,-8.540474227863738,-8.42834211744806,0.11213211041568041,Next K,0.04870729020712144
Next K,10,1.0,1479,1833.302,0.0002630520915368457,0.0003515546107540723,1516.708,,0.000275075554911795,1770.976,1.3816981462495843,254.268,1.2888137474888848,-8.5584507664061,-8.304983606069172,0.2534671603369294,Next K,0.11019015995827507
Next K,10,1.0,1503,1860.12625250501,0.0002652861684920368,0.0003262276174882359,1562.4488977955912,,0.0002639949897154518,1869.8597194388778,1.2268949505289226,307.41082164328657,1.2422528501658494,-8.468994876530871,-8.252462183064322,0.21653269346655105,Next K,0.09421000184331475
Next K,10,1.0,1512,1864.4889779559119,0.0002826867612687626,0.00034524901060339387,1486.8456913827656,,0.00028388455566383177,1784.6593186372745,1.2302810074477217,297.813627254509,1.2241481766933935,-8.417616517999276,-8.215545019199633,0.20207149879963981,Next K,0.08783399005249622
Next K,10,1.0,1522,1802.85,0.0002924762974908099,0.000334695335105877,1567.912,,0.0002888599850306498,1825.952,1.1412694481341898,258.04,1.1631689169793105,-8.412539131285637,-8.261499000505587,0.15104013078004674,Next K,0.06564278814638275
Next K,10,1.0,1590,1818.374,0.00029071846771550205,0.0003029954731917937,1666.634,,0.00029202667226550886,1662.794,1.0533034111081314,-3.84,1.0374505341419071,-8.46137940098228,-8.424615951994317,0.036763448987956616,Next K,0.01596739862619761
Next K,10,1.0,1607,1807.452,0.00029340452611628626,0.00044592471233162353,1352.098,,0.00029751696083393157,1735.674,1.5796526281748327,383.576,1.555949705025252,-8.659692022273807,-8.219315798286111,0.44037622398771414,Next K,0.1919955546183078
Next K,10,1.0,1619,1875.768,0.00026936705765151004,0.00027350523135511205,1832.472,,0.0002705081023693515,1808.936,1.0162284494161964,-23.536,1.0111041101455378,-8.49766628151047,-8.486623422644442,0.011042858866026467,Next K,0.004795875802517681
Next K,10,1.0,1716,1857.098,0.0003134521679893217,0.00036841085930421226,1409.702,,0.0003153327315218,1648.758,1.2311101196200451,239.056,1.1713617544188393,-8.451503520886973,-8.293487241623412,0.15801627926356054,Next K,0.06869103997876687
Next K,10,1.0,1734,1882.766,0.00028572297619150976,0.0003786484092714947,1563.104,,0.00029686439070081587,1811.682,1.335268375791069,248.578,1.3046348345516317,-8.48363832891909,-8.218518582111617,0.2651197468074783,Next K,0.115488970270772
Next K,10,1.0,1747,1796.914,0.0003228548066973889,0.00032968705663557075,1497.538,,0.00032300728525823006,1591.212,1.0205823996391274,93.674,1.021084991970412,-8.21569264650141,-8.19484796911064,0.02084467739076098,Next K,0.00906189292678462
Next K,10,1.0,1762,1844.7014028056112,0.00026571392650563826,0.00029402499617482827,1709.6733466933867,,0.00026178614363708,1862.6733466933867,1.103064478875879,153.0,1.1261219152092887,-8.473137248900555,-8.35440487893596,0.11873236996460318,Next K,0.05158541026354649
Next K,10,1.0,1763,1859.364,0.0003203485021889895,0.0003358872692311126,1477.914,,0.00032162627583369555,1588.464,1.0686436257210734,110.55,1.0443990356013793,-8.248007421043065,-8.204567972130253,0.043439448912822115,Next K,0.018866462123338156
Next K,10,1.0,1825,1810.15,0.00026882244817421085,0.00033407624927132314,1576.06,,0.00026929633084188034,1811.38,1.2635102841666577,235.32,1.2517554228931267,-8.504591366764453,-8.28034579880789,0.22424556795656805,Next K,0.09751948153885918
Next K,10,1.0,1919,1853.3346693386773,0.0003259600007429643,0.0004162732342536916,1330.7274549098197,,0.0003360295012248534,1542.1482965931864,1.2459289028338294,211.42084168336675,1.2584595799780176,-8.303266068924048,-8.073711988131347,0.22955408079270193,Next K,0.09983927115620446
Next K,10,1.0,1948,1829.274,0.00027917193841168493,0.0002842044216229379,1758.864,,0.0002781763232704164,1746.61,1.0258640374375618,-12.254,1.0216765282507032,-8.398445687751389,-8.377001566336103,0.021444121415279172,Next K,0.009313416119300075
Next K,10,1.0,1966,1889.5421686746988,0.00028069243568525754,0.0003450068857994922,1539.1265060240964,,0.0002765241799867726,1816.2911646586344,1.2358806000949338,277.16465863453817,1.2552160111818456,-8.538989734094233,-8.311776588867927,0.22721314522630714,Next K,0.09871847035228307
Next K,10,1.0,1994,1819.436,0.000282521815877916,0.00030549549963191074,1680.16,,0.0002847231331343772,1826.198,1.1241909548267959,146.038,1.0734296247596045,-8.416027095321567,-8.345179107815783,0.0708479875057933,Next K,0.030773576876193327
Next K,10,1.0,2052,1848.116,0.00028356405013559585,0.00034645978155362143,1546.328,,0.0002796897771346824,1810.868,1.246831076657155,264.54,1.2450328700090159,-8.553339659420523,-8.334315876560124,0.21902378286039415,Next K,0.09518081735552543
Next K,10,1.0,2058,1860.094,0.00028464715607002763,0.0003028610853165994,1652.482,,0.0002813926752151387,1700.682,1.0866932967827065,48.2,1.0760034330228532,-8.487728795728659,-8.414518764588184,0.07321003114047091,Next K,0.03181365696280803
Next K,10,1.0,2080,1819.190380761523,0.0002812085090167281,0.0004738630679819011,1183.6072144288578,,0.00027262399465646016,1759.2084168336673,1.670436505732813,575.6012024048097,1.7997308466506736,-8.580796151526933,-7.99510260099361,0.5856935505333231,Next K,0.25520756035071446
Next K,10,1.0,2206,1913.054,0.0002773752997515496,0.0003755678242458952,1407.44,,0.0002810917764716527,1817.544,1.4506156172706621,410.104,1.347791383857004,-8.504981852764395,-8.206965873361709,0.2980159794026781,Next K,0.1296226756925175
Next K,10,1.0,2239,1897.856,0.0002874988759020314,0.00032050087643204,1571.626,,0.00028830706314227886,1777.912,1.1444725032765395,206.286,1.113589292851453,-8.368662503771473,-8.261121506060778,0.10754099771068583,Next K,0.04672504654999451
Next K,10,1.0,2240,1878.37,0.0002920599072861156,0.0003227882727866709,1627.02,,0.00029815767178585244,1753.064,1.1106778797324413,126.044,1.0836897807709658,-8.437764865757359,-8.357403976976729,0.08036088878061978,Next K,0.03490497797630706
Next K,10,1.0,2250,1843.056,0.00030252038455973906,0.0003255614058183893,1542.856,,0.00030156353142073947,1683.952,1.0859424737160417,141.096,1.080184208114819,-8.386158852598152,-8.309043681132447,0.07711517146570056,Next K,0.033497823770275784
Next K,10,1.0,2257,1893.6653306613227,0.000295401130108345,0.0003076072273516549,1606.1823647294589,,0.0002943458327982087,1683.5791583166333,1.044307878158779,77.39679358717434,1.0451319374314467,-8.368627022126873,-8.324485469580582,0.04414155254629864,Next K,0.019171119233221418
Next K,10,1.0,2308,1846.046,0.00028895048229843383,0.00037786824730107893,1430.132,,0.00028307159671589374,1859.852,1.341438296818529,429.72,1.354597732375785,-8.457799341696747,-8.154825005865229,0.30297433583151145,Next K,0.13181034425313592
Next K,10,1.0,2343,1859.558,0.000272112157393949,0.00034758658858065507,1538.668,,0.00027979679268784474,1768.994,1.2776872469180693,230.326,1.2616964531381298,-8.443229806942188,-8.21118615333982,0.2320436536023652,Next K,0.10095488217916979
Next K,10,1.0,2356,1852.1425702811246,0.00027657727361030354,0.0003161106262711506,1646.363453815261,,0.0002681448795343345,1832.8835341365461,1.2836235706140948,186.52008032128515,1.1906425790971717,-8.516118849718445,-8.342074829246041,0.17404402047239048,Next K,0.07578140949096909
Next K,10,1.0,2364,1883.3152610441766,0.00028590423152509144,0.00033921421780673576,1514.5481927710844,,0.0002809127919713241,1854.1686746987953,1.2520571340566653,339.62048192771084,1.2124541479883295,-8.4671118970993,-8.274631605602492,0.19248029149681026,Next K,0.08366532364363465
Next K,10,1.0,2427,1798.554,0.0002742311576887339,0.0003268013782732595,1605.406,,0.0002701438396781122,1861.146,1.1880834018985702,255.74,1.2149219792205246,-8.570986899965082,-8.376376859987195,0.19461003997789136,Next K,0.08454838897797654
Next K,10,1.0,2444,1821.34,0.0002996959820287177,0.0003208061384530506,1570.482,,0.0003001211310704378,1698.386,1.0787453414861958,127.904,1.0694869629903716,-8.34719605404958,-8.280022390073643,0.06717366397592373,Next K,0.029175494904880892
Next K,10,1.0,2481,1808.6807228915663,0.0002768211167802401,0.00036896267107155837,1547.1184738955824,,0.00026542173964679575,1853.2710843373493,1.3485452834988154,306.1526104417671,1.4069635689198463,-8.70730070592005,-8.366107874671735,0.3411928312483099,Next K,0.14828285221660845
Next K,10,1.0,2545,1898.2,0.0002795217889324307,0.0003313862240794361,1558.684,,0.0002792401497744951,1735.852,1.263702662972664,177.168,1.1709970193894128,-8.461159423440312,-8.309653341484454,0.15150608195586482,Next K,0.06855578963736897
Next K,10,1.0,2562,1859.858,0.0002735141897462482,0.0002790587339592749,1836.14,,0.0002715728001639393,1862.266,1.0222980523826075,26.126,1.0275414362127044,-8.512603328566902,-8.485467313388746,0.027136015178158047,Next K,0.011799344081618928
Next K,10,1.0,2676,1918.55,0.00027523983119393626,0.0003087013051377402,1685.384,,0.0002790990951857094,1879.308,1.1770974019869767,193.924,1.1082098866366892,-8.490115950310177,-8.38739255089165,0.10272339941853965,Next K,0.04462202029835351
Next K,10,1.0,2703,1870.6132264529058,0.0002658497851609371,0.00032956972611221353,1611.741482965932,,0.0002714404878682399,1817.4629258517034,1.2092942174540453,205.72144288577155,1.22110830313966,-8.496879567723136,-8.297321729220885,0.19955783850225942,Next K,0.0867541843134488
Next K,10,1.0,2710,1910.84,0.0002815193733030215,0.000301655941974937,1680.758,,0.00028122297868183395,1814.936,1.069815874919818,134.178,1.0689829374869413,-8.495706657554406,-8.429951075059,0.06575558249540711,Next K,0.02897077329633005
Next K,10,1.0,2724,1897.5490981963928,0.00026715427467142544,0.000391637156995592,1382.0941883767534,,0.0002676224643177562,1773.6593186372745,1.4462983947605148,391.565130260521,1.5042779530248993,-8.609987610818134,-8.203336281359563,0.4066513294585587,Next K,0.17732809045232373
Next K,10,1.0,2743,1830.881763527054,0.00029021403630408453,0.0004714749551524648,1400.7575150300602,,0.0002969452941092751,1804.8977955911823,1.892470391298777,404.14028056112227,1.6241295827709838,-8.993245426039133,-8.509533759031829,0.48371166700729457,Next K,0.21062067689854763
Next K,10,1.0,2750,1845.7670682730923,0.0002770198225715406,0.0003320965624815259,1557.5682730923695,,0.0002756600813187191,1772.2489959839359,1.200940448757975,214.68072289156626,1.2122238845984552,-8.464637883952161,-8.27227478234172,0.19236310161043826,Next K,0.08358283671665845
Next K,10,1.0,2765,1854.876,0.000297663160174975,0.0003186191163956246,1585.24,,0.0002951338133325908,1792.894,1.081639983586514,207.654,1.08024753290446,-8.370926078078341,-8.293742875666812,0.07718320241154641,Next K,0.03352328313211956
Next K,10,1.0,2771,1725.1022044088177,0.00028738429722766675,0.0003036936495295263,1628.5270541082164,,0.0002838069648736835,1750.9218436873748,1.0970102879801769,122.39478957915831,1.0708168384259733,-8.397535434949614,-8.329132769900468,0.06840266504915014,Next K,0.029715191780852492
Next K,10,1.0,2776,1892.11,0.00035958008567594054,0.00044417203291705775,1195.716,,0.00035875717266999784,1361.672,1.226008358273913,165.956,1.2551076369947352,-8.209690114966351,-7.982992249136294,0.22669786583005147,Next K,0.09868097215040282
Next K,10,1.0,2803,1930.7875751503007,0.00028895456213463594,0.00033274108052961824,1586.8456913827656,,0.0002941250074875964,1790.1002004008017,1.221131986340311,203.25450901803606,1.1356047775376406,-8.393750947013595,-8.266647971097576,0.1271029759160121,Next K,0.05522721095303575
Next K,10,1.0,2850,1879.5851703406813,0.0002736142711823932,0.0003415466176671353,1545.37875751503,,0.0002667223564842151,1820.679358717435,1.243396045182152,275.30060120240483,1.2893375889587433,-8.512542811798683,-8.258547210886249,0.2539956009124335,Next K,0.11036664413875444
Next K,10,1.0,2902,1799.803607214429,0.00029177965457796067,0.0003063482567627335,1618.11623246493,,0.00028920060484576894,1753.8196392785571,1.060975678450633,135.70340681362725,1.059741342543945,-8.341597435181734,-8.283576496026319,0.058020939155427394,Next K,0.025199877327307524
Next K,10,1.0,2971,1900.7935871743487,0.0002903130684391142,0.0003566903182811427,1455.6553106212425,,0.00028522772253356926,1824.4168336673347,1.2503366109102116,368.7615230460922,1.2640437333957324,-8.497949818422402,-8.26408347572698,0.23386634269541381,Next K,0.1017620999304443
Next K,10,1.0,2982,1799.482,0.00026906712200080784,0.00028293315962899847,1764.702,,0.0002668352908101378,1733.768,1.0840126681970237,-30.934,1.0611181802492986,-8.47542595521002,-8.416117157300201,0.05930879790981741,Next K,0.025763755411156733
Next K,10,1.0,3012,1874.544,0.0003013786023498642,0.0003065171814666703,1628.074,,0.0003022698808809477,1656.682,1.014501461496093,28.608,1.0141503777640564,-8.383287155022794,-8.369236155459033,0.01405099956376369,Next K,0.006102356763543506
Next K,10,1.0,3034,1932.1302605210421,0.000285955201764165,0.0003678474146934355,1461.1743486973949,,0.0002745376538214535,1781.7254509018037,1.2840605844435855,320.55110220440883,1.3523679489823166,-8.572794651308698,-8.271242031111143,0.30155262019754797,Next K,0.13109486946946008
Next K,10,1.0,3037,1760.556,0.0002782855079058221,0.00031333945586292704,1623.122,,0.00027519671712688,1786.77,1.1639944136997675,163.648,1.1416450072333464,-8.571389284461883,-8.438977312091005,0.13241197237087657,Next K,0.05753108169715894
Next K,10,1.0,3067,1804.6237424547285,0.0002772603040029458,0.00035860000240514194,1513.0503018108652,,0.0002834928203298672,1872.661971830986,1.2712034292402012,359.6116700201207,1.2789386956477313,-8.533108956857516,-8.287383561261073,0.24572539559645104,Next K,0.10684972760610155
Next K,10,1.0,3078,1868.258517034068,0.0002710788207138966,0.0003046164086886231,1647.1442885771544,,0.000267421692857201,1789.4649298597194,1.1466919775637403,142.32064128256513,1.1407583485324055,-8.607428356436037,-8.475769371233778,0.131658985202257,Next K,0.05719365579954259
Next K,10,1.0,3109,1930.544,0.00029985107977271357,0.00031504669271410356,1608.724,,0.00030048268421096146,1693.222,1.057255469222976,84.498,1.0482845680467594,-8.482690444306696,-8.435816081174993,0.046874363131693776,Next K,0.020479192529864625
Next K,10,1.0,3112,1938.794,0.0002847501673924353,0.0003183642976620291,1656.98,,0.0002837036190956607,1834.606,1.1439868593773075,177.626,1.1246738823039975,-8.483619368307053,-8.366156398549423,0.1174629697576333,Next K,0.05102660987140211
Next K,10,1.0,3160,1957.3026052104208,0.0002797683555858076,0.0003305264170103875,1544.8657314629259,,0.0002793682114480931,1828.9318637274548,1.2078387287112584,284.0661322645291,1.1874182581663058,-8.450758436866089,-8.279053876430282,0.1717045604358273,Next K,0.07460372250810723
Next K,10,1.0,3172,1824.258,0.00028275158559535235,0.0003566725669073434,1448.356,,0.00027993521404573815,1802.84,1.3232269238568373,354.484,1.2814508827594138,-8.474947617726407,-8.227194671214365,0.24775294651203092,Next K,0.10770196459333616
Next K,10,1.0,3247,1842.964,0.0002758042341419273,0.00029650853824579176,1710.098,,0.00027674960768090095,1772.104,1.0826447569548787,62.006,1.072197653144213,-8.582736133777537,-8.513035092230554,0.06970104154699595,Next K,0.030274852294591384
Next K,10,1.0,3290,1843.752,0.00027473665844163914,0.00030542572503100356,1661.564,,0.00027415214156804586,1834.446,1.1150284641500328,172.882,1.1150509607144508,-8.584194141624426,-8.475307964529408,0.10888617709501117,Next K,0.04729471621945145
Next K,10,1.0,3307,1893.1462925851704,0.0003237117094166433,0.00039532577943558896,1317.312625250501,,0.000327076719079701,1450.260521042084,1.2558736188748696,132.94789579158316,1.216805652415415,-8.363397298140109,-8.167364391361215,0.19603290677889396,Next K,0.08522121847354362
Next K,10,1.0,3412,1923.2269076305222,0.00027944371437678065,0.0003051750534871682,1667.8835341365461,,0.0002779518464995222,1723.9116465863453,1.1238982181060087,56.028112449799195,1.0987555821264738,-8.542866425719485,-8.448699009153922,0.09416741656556593,Next K,0.04090109448052381
Next K,10,1.0,3432,1866.966,0.0002687518469308451,0.00030718152324677535,1678.852,,0.0002655480266174858,1850.188,1.1501732648793577,171.336,1.1618881213681285,-8.653032791191315,-8.503130620597217,0.1499021705940979,Next K,0.06516431169314078
Next K,10,1.0,3458,1909.0901803607214,0.00026609895327028426,0.0003376241690397441,1548.4428857715432,,0.0002621914211431799,1858.7775551102204,1.3124172998168666,310.3346693386774,1.3021446858524588,-8.696932985271877,-8.433359073042359,0.263573912229523,Next K,0.11465924289286764
Next K,10,1.0,3460,1879.082,0.00026339697274481986,0.00028452608494734945,1768.982,,0.00026249603268944076,1789.688,1.110011964536911,20.706,1.0854001117481653,-8.581372328801242,-8.499446203013205,0.0819261257880491,Next K,0.03558986195656689
Next K,10,1.0,3465,1871.6472945891783,0.00027238336780007616,0.00032607270853345267,1523.8717434869739,,0.00027098107514913187,1773.1382765531062,1.271626543579475,249.26653306613227,1.2150600569450103,-8.453735614553008,-8.260090178804523,0.19364543574849813,Next K,0.08459774439953106
Next K,10,1.0,3568,1889.3185483870968,0.00030570991876460073,0.0004118432879059268,1406.391129032258,,0.00030097375398487275,1636.5584677419354,1.3046861317069074,230.1673387096774,1.388287009347903,-8.495723176484294,-8.16788828937399,0.3278348871103029,Next K,0.1424792598441053
